seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	152941537	152941648	112	*	X005007	163778	152943128	152945069	1942	+	1479	upstream	1479	SPRR4
chr1	152955907	152956106	200	*	X005010	6698	152956564	152958290	1727	+	457	upstream	457	SPRR1A
chr1	152972902	152973114	213	*	X005013	6707	152974223	152976332	2110	+	1108	upstream	1108	SPRR3
chr1	153003358	153003448	91	*	X005014	6699	153003679	153005376	1698	+	230	upstream	230	SPRR1B
chr1	153015404	153015493	90	*	X005015	6703	153012201	153013594	1394	-	1809	upstream	1809	SPRR2D
chr1	153087422	153087526	105	*	X005018	6705	153084613	153085989	1377	-	1432	upstream	1432	SPRR2F
chr1	153087830	153087931	102	*	X005019	6705	153084613	153085989	1377	-	1840	upstream	1840	SPRR2F
chr1	153174632	153174781	150	*	X005032	149018	153175906	153177601	1696	+	1124	upstream	1124	LELP1
chr1	153175526	153175660	135	*	X005033	149018	153175906	153177601	1696	+	245	upstream	245	LELP1
chr1	153175721	153175921	201	*	X005034	149018	153175906	153177601	1696	+	0	overlapStart	0	LELP1
chr1	153188087	153188221	135	*	X005042	574414	153190060	153191793	1734	+	1838	upstream	1838	PRR9
chr1	153188552	153188555	4	*	X005043	574414	153190060	153191793	1734	+	1504	upstream	1504	PRR9
chr1	153189362	153189496	135	*	X005044	574414	153190060	153191793	1734	+	563	upstream	563	PRR9
chr1	153329299	153329508	210	*	X005090	6280	153330330	153333503	3174	+	821	upstream	821	S100A9
chr1	153329756	153329858	103	*	X005091	6280	153330330	153333503	3174	+	471	upstream	471	S100A9
chr1	153348189	153348308	120	*	X005111	6283	153346184	153348075	1892	-	113	upstream	113	S100A12
chr1	153387393	153387407	15	*	X005123	338324	153389000	153395701	6702	+	1592	upstream	1592	S100A7A
chr1	153413107	153413241	135	*	X005144	645922	153409471	153412503	3033	-	603	upstream	603	S100A7L2
chr1	153432742	153432876	135	*	X005152	6278	153430220	153433137	2918	-	0	inside	260	S100A7
chr1	153433207	153433341	135	*	X005153	6278	153430220	153433137	2918	-	69	upstream	69	S100A7
chr1	153433387	153433521	135	*	X005154	6278	153430220	153433137	2918	-	249	upstream	249	S100A7
chr1	153433822	153433893	72	*	X005155	6278	153430220	153433137	2918	-	684	upstream	684	S100A7
chr1	153434092	153434226	135	*	X005156	6278	153430220	153433137	2918	-	954	upstream	954	S100A7
chr1	153650509	153650552	44	*	X005168	4881	153651164	153666468	15305	+	611	upstream	611	NPR1
chr1	153650967	153651467	501	*	X005169	4881	153651164	153666468	15305	+	0	overlapStart	0	NPR1
chr1	154165019	154165138	120	*	X005180	7170	154127780	154164611	36832	-	407	upstream	407	TPM3
chr1	154165214	154165363	150	*	X005181	7170	154127780	154164611	36832	-	602	upstream	602	TPM3
chr1	154165814	154166025	212	*	X005182	7170	154127780	154164611	36832	-	1202	upstream	1202	TPM3
chr1	154167194	154167345	152	*	X005183	100126346	154166141	154166219	79	-	974	upstream	974	MIR190B
chr1	154296338	154296457	120	*	X005189	57198	154298036	154323780	25745	+	1578	upstream	1578	ATP8B2
chr1	154474144	154474323	180	*	X005194	126668	154474695	154520623	45929	+	371	upstream	371	TDRD10
chr1	154474144	154474323	180	*	X005194	126669	154451954	154474526	22573	-	0	inside	202	SHE
chr1	154474639	154475223	585	*	X005195	126668	154474695	154520623	45929	+	0	overlapStart	0	TDRD10
chr1	154474639	154475223	585	*	X005195	126669	154451954	154474526	22573	-	112	upstream	112	SHE
chr1	154538693	154538812	120	*	X005215	1141	154540257	154552353	12097	+	1444	upstream	1444	CHRNB2
chr1	154540058	154540297	240	*	X005216	1141	154540257	154552353	12097	+	0	overlapStart	0	CHRNB2
chr1	154540358	154540507	150	*	X005217	1141	154540257	154552353	12097	+	0	inside	100	CHRNB2
chr1	154842069	154842506	438	*	X005258	3782	154669942	154842754	172813	-	0	inside	247	KCNN3
chr1	154842604	154842750	147	*	X005259	3782	154669942	154842754	172813	-	0	inside	3	KCNN3
chr1	156390416	156390435	20	*	X005264	407046	156390133	156390221	89	-	194	upstream	194	MIR9-1
chr1	156390901	156391155	255	*	X005265	407046	156390133	156390221	89	-	679	upstream	679	MIR9-1
chr1	156391171	156391181	11	*	X005266	407046	156390133	156390221	89	-	949	upstream	949	MIR9-1
chr1	156392206	156392340	135	*	X005267	407046	156390133	156390221	89	-	1984	upstream	1984	MIR9-1
chr1	156828483	156828617	135	*	X005302	3645	156810665	156828712	18048	-	0	inside	94	INSRR
chr1	156828768	156828856	89	*	X005303	3645	156810665	156828712	18048	-	55	upstream	55	INSRR
chr1	156829053	156829217	165	*	X005304	3645	156810665	156828712	18048	-	340	upstream	340	INSRR
chr1	156829513	156829817	305	*	X005305	3645	156810665	156828712	18048	-	800	upstream	800	INSRR
chr1	156830107	156830172	66	*	X005306	3645	156810665	156828712	18048	-	1394	upstream	1394	INSRR
chr1	156830508	156830882	375	*	X005307	3645	156810665	156828712	18048	-	1795	upstream	1795	INSRR
chr1	156890445	156890547	103	*	X005315	149499	156890424	156902880	12457	+	0	inside	20	LRRC71
chr1	157522097	157522124	28	*	X005435	83416	157483167	157522310	39144	-	0	inside	185	FCRL5
chr1	157672116	157672250	135	*	X005450	115352	157646271	157670775	24505	-	1340	upstream	1340	FCRL3
chr1	159047062	159047109	48	*	X005506	9447	159032275	159046647	14373	-	414	upstream	414	AIM2
chr1	159171914	159172222	309	*	X005526	2532	159173803	159176290	2488	+	1580	upstream	1580	ACKR1
chr1	159171914	159172222	309	*	X005526	100131825	159165775	159172212	6438	-	0	overlapStart	0	CADM3-AS1
chr1	159172238	159172343	106	*	X005527	2532	159173803	159176290	2488	+	1459	upstream	1459	ACKR1
chr1	159172238	159172343	106	*	X005527	100131825	159165775	159172212	6438	-	25	upstream	25	CADM3-AS1
chr1	159173106	159173257	152	*	X005528	2532	159173803	159176290	2488	+	545	upstream	545	ACKR1
chr1	159173106	159173257	152	*	X005528	100131825	159165775	159172212	6438	-	893	upstream	893	CADM3-AS1
chr1	159173594	159173728	135	*	X005529	2532	159173803	159176290	2488	+	74	upstream	74	ACKR1
chr1	159173594	159173728	135	*	X005529	100131825	159165775	159172212	6438	-	1381	upstream	1381	CADM3-AS1
chr1	159794523	159794672	150	*	X005559	56833	159796479	159807282	10804	+	1806	upstream	1806	SLAMF8
chr1	159914548	159915235	688	*	X005561	57549	159896829	159915386	18558	-	0	inside	150	IGSF9
chr1	159915765	159915957	193	*	X005562	57549	159896829	159915386	18558	-	378	upstream	378	IGSF9
chr1	159924175	159924282	108	*	X005566	89886	159921282	159924044	2763	-	130	upstream	130	SLAMF9
chr1	160040210	160040278	69	*	X005599	3766	160007257	160040051	32795	-	158	upstream	158	KCNJ10
chr1	160039379	160040061	683	*	X005600	3766	160007257	160040051	32795	-	0	overlapStart	0	KCNJ10
chr1	160040294	160040488	195	*	X005601	3766	160007257	160040051	32795	-	242	upstream	242	KCNJ10
chr1	160040908	160041027	120	*	X005602	3766	160007257	160040051	32795	-	856	upstream	856	KCNJ10
chr1	160041644	160041838	195	*	X005603	3766	160007257	160040051	32795	-	1592	upstream	1592	KCNJ10
chr1	160681965	160682174	210	*	X005653	962	160648536	160681641	33106	-	323	upstream	323	CD48
chr1	161228209	161228388	180	*	X005656	654790	161228517	161255240	26724	+	128	upstream	128	PCP4L1
chr1	161228511	161228645	135	*	X005657	654790	161228517	161255240	26724	+	0	overlapStart	0	PCP4L1
chr1	161228781	161228930	150	*	X005658	654790	161228517	161255240	26724	+	0	inside	263	PCP4L1
chr1	161993244	161993405	162	*	X005687	25903	161952982	161993644	40663	-	0	inside	238	OLFML2B
chr1	162038879	162039013	135	*	X005692	9722	162039581	162339813	300233	+	567	upstream	567	NOS1AP
chr1	162039583	162039943	361	*	X005693	9722	162039581	162339813	300233	+	0	inside	1	NOS1AP
chr1	163037801	163037920	120	*	X005748	5999	163038396	163046592	8197	+	475	upstream	475	RGS4
chr1	165325954	165326293	340	*	X005839	4009	165171104	165325952	154849	-	1	upstream	1	LMX1A
chr1	165512959	165513153	195	*	X005882	440699	165513478	165533185	19708	+	324	upstream	324	LRRC52
chr1	165513334	165513483	150	*	X005883	440699	165513478	165533185	19708	+	0	overlapStart	0	LRRC52
chr1	165553100	165553249	150	*	X005893	400794	165446079	165551341	105263	-	1758	upstream	1758	LRRC52-AS1
chr1	166571043	166571162	120	*	X005956	116123	166573153	166594473	21321	+	1990	upstream	1990	FMO9P
chr1	166944838	166944846	9	*	X005995	84944	166944819	166991447	46629	+	0	inside	18	MAEL
chr1	166944838	166944846	9	*	X005995	387597	166882441	166944561	62121	-	276	upstream	276	ILDR2
chr1	166944933	166945052	120	*	X005996	84944	166944819	166991447	46629	+	0	inside	113	MAEL
chr1	166944933	166945052	120	*	X005996	387597	166882441	166944561	62121	-	371	upstream	371	ILDR2
chr1	166945098	166945247	150	*	X005997	84944	166944819	166991447	46629	+	0	inside	278	MAEL
chr1	166945098	166945247	150	*	X005997	387597	166882441	166944561	62121	-	536	upstream	536	ILDR2
chr1	166945743	166945997	255	*	X005998	387597	166882441	166944561	62121	-	1181	upstream	1181	ILDR2
chr1	170631852	170631986	135	*	X006089	5396	170633313	170708541	75229	+	1326	upstream	1326	PRRX1
chr1	170632093	170632272	180	*	X006090	5396	170633313	170708541	75229	+	1040	upstream	1040	PRRX1
chr1	170632542	170632661	120	*	X006091	5396	170633313	170708541	75229	+	651	upstream	651	PRRX1
chr1	170632798	170632962	165	*	X006092	5396	170633313	170708541	75229	+	350	upstream	350	PRRX1
chr1	170633083	170633441	359	*	X006093	5396	170633313	170708541	75229	+	0	overlapStart	0	PRRX1
chr1	170633577	170633741	165	*	X006094	5396	170633313	170708541	75229	+	0	inside	263	PRRX1
chr1	171216965	171217099	135	*	X006107	2326	171217633	171255113	37481	+	533	upstream	533	FMO1
chr1	175036389	175036538	150	*	X006132	63923	175036994	175117202	80209	+	455	upstream	455	TNN
chr1	175162152	175162307	156	*	X006165	9674	175126123	175162229	36107	-	0	overlapStart	0	KIAA0040
chr1	175162431	175162595	165	*	X006166	9674	175126123	175162229	36107	-	201	upstream	201	KIAA0040
chr1	175162851	175162985	135	*	X006167	9674	175126123	175162229	36107	-	621	upstream	621	KIAA0040
chr1	175712352	175712486	135	*	X006298	7143	175291935	175712752	420818	-	0	inside	265	TNR
chr1	175712683	175712695	13	*	X006299	7143	175291935	175712752	420818	-	0	inside	56	TNR
chr1	176998608	176998742	135	*	X006397	574441	176998499	176998581	83	-	26	upstream	26	MIR488
chr1	176998998	176999117	120	*	X006398	574441	176998499	176998581	83	-	416	upstream	416	MIR488
chr1	179544734	179544898	165	*	X006529	7827	179519674	179545084	25411	-	0	inside	185	NPHS2
chr1	179545085	179545369	285	*	X006530	7827	179519674	179545084	25411	-	0	upstream	0	NPHS2
chr1	179560244	179560348	105	*	X006532	163589	179560748	179660407	99660	+	399	upstream	399	TDRD5
chr1	179560409	179560513	105	*	X006533	163589	179560748	179660407	99660	+	234	upstream	234	TDRD5
chr1	179560574	179560768	195	*	X006534	163589	179560748	179660407	99660	+	0	overlapStart	0	TDRD5
chr1	180197813	180197932	120	*	X006563	89884	180199433	180244188	44756	+	1500	upstream	1500	LHX4
chr1	180198044	180198208	165	*	X006564	89884	180199433	180244188	44756	+	1224	upstream	1224	LHX4
chr1	180198428	180198637	210	*	X006565	89884	180199433	180244188	44756	+	795	upstream	795	LHX4
chr1	180198719	180198801	83	*	X006566	89884	180199433	180244188	44756	+	631	upstream	631	LHX4
chr1	181203904	181204053	150	*	X006584	100287948	181205524	181207740	2217	+	1470	upstream	1470	LINC01699
chr1	181204503	181204667	165	*	X006585	100287948	181205524	181207740	2217	+	856	upstream	856	LINC01699
chr1	182030900	182031049	150	*	X006814	127665	182023705	182030847	7143	-	52	upstream	52	ZNF648
chr1	182361425	182361634	210	*	X006840	2752	182350839	182361341	10503	-	83	upstream	83	GLUL
chr1	182573099	182573308	210	*	X006876	6004	182567758	182573548	5791	-	0	inside	239	RGS16
chr1	182573348	182573460	113	*	X006877	6004	182567758	182573548	5791	-	0	inside	87	RGS16
chr1	182573843	182573962	120	*	X006878	6004	182567758	182573548	5791	-	294	upstream	294	RGS16
chr1	182583953	182584117	165	*	X006880	284648	182584275	182585764	1490	+	157	upstream	157	LINC01686
chr1	182584478	182584582	105	*	X006881	284648	182584275	182585764	1490	+	0	inside	202	LINC01686
chr1	182756975	182757109	135	*	X006911	80896	182758584	182799519	40936	+	1474	upstream	1474	NPL
chr1	183387271	183387420	150	*	X006936	23057	183217372	183387634	170263	-	0	inside	213	NMNAT2
chr1	183387581	183387715	135	*	X006937	23057	183217372	183387634	170263	-	0	overlapStart	0	NMNAT2
chr1	183605308	183605459	152	*	X006939	23179	183605208	183897666	292459	+	0	inside	99	RGL1
chr1	183605308	183605459	152	*	X006939	10092	183595328	183605076	9749	-	231	upstream	231	ARPC5
chr1	183605625	183605879	255	*	X006940	10092	183595328	183605076	9749	-	548	upstream	548	ARPC5
chr1	184355433	184355567	135	*	X006957	81563	184356150	184598155	242006	+	582	upstream	582	C1orf21
chr1	184355594	184355596	3	*	X006958	81563	184356150	184598155	242006	+	553	upstream	553	C1orf21
chr1	184356333	184356883	551	*	X006959	81563	184356150	184598155	242006	+	0	inside	182	C1orf21
chr1	184943286	184943525	240	*	X006970	116496	184760159	184943718	183560	-	0	inside	192	NIBAN1
chr1	185703126	185703245	120	*	X006979	83872	185703683	186160085	456403	+	437	upstream	437	HMCN1
chr1	185703667	185703741	75	*	X006980	83872	185703683	186160085	456403	+	0	overlapStart	0	HMCN1
chr1	197880069	197880122	54	*	X007002	56956	197881635	197901715	20081	+	1512	upstream	1512	LHX9
chr1	197880252	197880623	372	*	X007003	56956	197881635	197901715	20081	+	1011	upstream	1011	LHX9
chr1	197880713	197880847	135	*	X007004	56956	197881635	197901715	20081	+	787	upstream	787	LHX9
chr1	197880863	197880997	135	*	X007005	56956	197881635	197901715	20081	+	637	upstream	637	LHX9
chr1	197880999	197881133	135	*	X007006	56956	197881635	197901715	20081	+	501	upstream	501	LHX9
chr1	197881178	197881297	120	*	X007007	56956	197881635	197901715	20081	+	337	upstream	337	LHX9
chr1	197881523	197881642	120	*	X007008	56956	197881635	197901715	20081	+	0	overlapStart	0	LHX9
chr1	201915480	201915629	150	*	X007045	25802	201865584	201915716	50133	-	0	inside	86	LMOD1
chr1	201916290	201916424	135	*	X007046	25802	201865584	201915716	50133	-	573	upstream	573	LMOD1
chr1	202162849	202163253	405	*	X007047	59352	202163118	202288889	125772	+	0	overlapStart	0	LGR6
chr1	202831120	202831254	135	*	X007107	148709	202830882	202844369	13488	+	0	inside	237	ACTG1P25
chr1	203094758	203094862	105	*	X007152	134	203096836	203136533	39698	+	1973	upstream	1973	ADORA1
chr1	203095193	203095337	145	*	X007153	134	203096836	203136533	39698	+	1498	upstream	1498	ADORA1
chr1	203095433	203095603	171	*	X007154	134	203096836	203136533	39698	+	1232	upstream	1232	ADORA1
chr1	203095777	203095832	56	*	X007155	134	203096836	203136533	39698	+	1003	upstream	1003	ADORA1
chr1	203096468	203096692	225	*	X007156	134	203096836	203136533	39698	+	143	upstream	143	ADORA1
chr1	203096718	203096887	170	*	X007157	134	203096836	203136533	39698	+	0	overlapStart	0	ADORA1
chr1	203319889	203320113	225	*	X007212	2331	203309752	203320289	10538	-	0	inside	175	FMOD
chr1	203320211	203320315	105	*	X007213	2331	203309752	203320289	10538	-	0	overlapStart	0	FMOD
chr1	203320556	203320690	135	*	X007214	2331	203309752	203320289	10538	-	266	upstream	266	FMOD
chr1	203321621	203321740	120	*	X007215	2331	203309752	203320289	10538	-	1331	upstream	1331	FMOD
chr1	203444705	203444747	43	*	X007271	5549	203444883	203460479	15597	+	135	upstream	135	PRELP
chr1	203445013	203445125	113	*	X007272	5549	203444883	203460479	15597	+	0	inside	129	PRELP
chr1	205525364	205525483	120	*	X007467	284578	205523401	205525763	2363	-	0	inside	279	MFSD4A-AS1
chr1	205527689	205527853	165	*	X007468	284578	205523401	205525763	2363	-	1925	upstream	1925	MFSD4A-AS1
chr1	205536599	205536718	120	*	X007470	148808	205538112	205572046	33935	+	1393	upstream	1393	MFSD4A
chr1	205536892	205537041	150	*	X007471	148808	205538112	205572046	33935	+	1070	upstream	1070	MFSD4A
chr1	205537649	205538021	373	*	X007472	148808	205538112	205572046	33935	+	90	upstream	90	MFSD4A
chr1	205538362	205538461	100	*	X007473	148808	205538112	205572046	33935	+	0	inside	249	MFSD4A
chr1	206223292	206223411	120	*	X007498	553	206224283	206231482	7200	+	871	upstream	871	AVPR1B
chr1	206223682	206223891	210	*	X007499	553	206224283	206231482	7200	+	391	upstream	391	AVPR1B
chr1	206224027	206224521	495	*	X007500	553	206224283	206231482	7200	+	0	overlapStart	0	AVPR1B
chr1	206680046	206680195	150	*	X007507	83593	206680879	206762616	81738	+	683	upstream	683	RASSF5
chr1	206680353	206680465	113	*	X007508	83593	206680879	206762616	81738	+	413	upstream	413	RASSF5
chr1	206680960	206681215	256	*	X007509	83593	206680879	206762616	81738	+	0	inside	80	RASSF5
chr1	206856518	206856536	19	*	X007517	9261	206858365	206907630	49266	+	1828	upstream	1828	MAPKAPK2
chr1	206856882	206857031	150	*	X007518	9261	206858365	206907630	49266	+	1333	upstream	1333	MAPKAPK2
chr1	206857512	206857646	135	*	X007519	9261	206858365	206907630	49266	+	718	upstream	718	MAPKAPK2
chr1	206857752	206857886	135	*	X007520	9261	206858365	206907630	49266	+	478	upstream	478	MAPKAPK2
chr1	206857902	206857995	94	*	X007521	9261	206858365	206907630	49266	+	369	upstream	369	MAPKAPK2
chr1	206945488	206945622	135	*	X007528	3586	206940948	206945839	4892	-	0	inside	216	IL10
chr1	206946313	206946432	120	*	X007529	3586	206940948	206945839	4892	-	473	upstream	473	IL10
chr1	206946988	206946997	10	*	X007530	3586	206940948	206945839	4892	-	1148	upstream	1148	IL10
chr1	206947461	206947602	142	*	X007531	3586	206940948	206945839	4892	-	1621	upstream	1621	IL10
chr1	206972509	206972658	150	*	X007533	29949	206972215	207016326	44112	+	0	inside	293	IL19
chr1	207668084	207668188	105	*	X007566	1378	207669473	207815110	145638	+	1284	upstream	1284	CR1
chr1	207669396	207669500	105	*	X007567	1378	207669473	207815110	145638	+	0	overlapStart	0	CR1
chr1	207669719	207669973	255	*	X007568	1378	207669473	207815110	145638	+	0	inside	245	CR1
chr1	207818044	207818046	3	*	X007582	1379	207818458	207898053	79596	+	411	upstream	411	CR1L
chr1	208084062	208084571	510	*	X007594	947	208059883	208084683	24801	-	0	inside	111	CD34
chr1	208085157	208085291	135	*	X007595	947	208059883	208084683	24801	-	473	upstream	473	CD34
chr1	208086597	208086731	135	*	X007596	947	208059883	208084683	24801	-	1913	upstream	1913	CD34
chr1	208417277	208417366	90	*	X007638	5362	208195588	208417665	222078	-	0	inside	298	PLXNA2
chr1	208417443	208417590	148	*	X007639	5362	208195588	208417665	222078	-	0	inside	74	PLXNA2
chr1	208418042	208418311	270	*	X007640	5362	208195588	208417665	222078	-	376	upstream	376	PLXNA2
chr1	208418417	208418534	118	*	X007641	5362	208195588	208417665	222078	-	751	upstream	751	PLXNA2
chr1	208419588	208419707	120	*	X007642	5362	208195588	208417665	222078	-	1922	upstream	1922	PLXNA2
chr1	209757034	209757046	13	*	X007777	57172	209757045	209787284	30240	+	0	overlapStart	0	CAMK1G
chr1	210110862	210111026	165	*	X007825	255928	210111519	210337633	226115	+	492	upstream	492	SYT14
chr1	210111732	210112143	412	*	X007826	255928	210111519	210337633	226115	+	0	inside	212	SYT14
chr1	210404350	210404499	150	*	X007845	56256	210406195	210416440	10246	+	1695	upstream	1695	SERTAD4
chr1	210405523	210405672	150	*	X007846	56256	210406195	210416440	10246	+	522	upstream	522	SERTAD4
chr1	210405793	210405910	118	*	X007847	56256	210406195	210416440	10246	+	284	upstream	284	SERTAD4
chr1	210406367	210406497	131	*	X007848	56256	210406195	210416440	10246	+	0	inside	171	SERTAD4
chr1	210407143	210407322	180	*	X007850	574036	210404804	210407466	2663	-	0	inside	143	SERTAD4-AS1
chr1	210407488	210407652	165	*	X007851	574036	210404804	210407466	2663	-	21	upstream	21	SERTAD4-AS1
chr1	212873530	212873642	113	*	X007881	55509	212859759	212873327	13569	-	202	upstream	202	BATF3
chr1	212873697	212873831	135	*	X007882	55509	212859759	212873327	13569	-	369	upstream	369	BATF3
chr1	212873853	212874032	180	*	X007883	55509	212859759	212873327	13569	-	525	upstream	525	BATF3
chr1	212874063	212874166	104	*	X007884	55509	212859759	212873327	13569	-	735	upstream	735	BATF3
